project_id,project_name,issue_count,creator.key,reporter.key,components,project_start_date,project_latest_date,avg_resolution_hours,median_resolution_hours,min_resolution_hours,max_resolution_hours,resolution_hours_std,total_resolution_hours,issuetype.name_Enhancement,issuetype.name_Analysis,issuetype.name_Problem,issuetype.name_Typo,issuetype.name_Problem Ticket,issuetype.name_Backport,issuetype.name_Technical Requirement,issuetype.name_Support Request,issuetype.name_Task,issuetype.name_Public Security Vulnerability,issuetype.name_Sub-task,issuetype.name_Third-party issue,issuetype.name_Clarification,issuetype.name_Plugin Release Request,issuetype.name_Dev Task,issuetype.name_Spec Change,issuetype.name_Feedback,issuetype.name_A/B Test,issuetype.name_Tracker,issuetype.name_Spike,issuetype.name_Ask a question,issuetype.name_Risk,issuetype.name_Support Patch,issuetype.name_Market Problem,issuetype.name_RFE,issuetype.name_Feature Request,issuetype.name_Component Upgrade Subtask,issuetype.name_Infrastructure,issuetype.name_Business Requirement,issuetype.name_Documentation,issuetype.name_Feature,issuetype.name_Incident,issuetype.name_Build Failure,issuetype.name_Suggestion,issuetype.name_Investigation,issuetype.name_Question,issuetype.name_Patch,issuetype.name_Docs Task,issuetype.name_Atlassian Incident,issuetype.name_Purchase,issuetype.name_Issue,issuetype.name_Test Task,issuetype.name_Workload,issuetype.name_New Feature,issuetype.name_Backport Sub-Task,issuetype.name_CTS Challenge,issuetype.name_QE Sub-task,issuetype.name_Bug,issuetype.name_Pricing Change,issuetype.name_Design Request,issuetype.name_Initiative,issuetype.name_OKR,issuetype.name_Tracking,issuetype.name_Component Upgrade,issuetype.name_Library Upgrade,issuetype.name_Success Metric,issuetype.name_Improvement,issuetype.name_Doc API,issuetype.name_App Incident,issuetype.name_Payment Support,issuetype.name_Technical task,issuetype.name_Requirement,issuetype.name_Dev Sub-task,issuetype.name_Simple Task,issuetype.name_Epic,issuetype.name_Release,issuetype.name_IT Help,issuetype.name_Quality Risk,issuetype.name_Story,issuetype.name_Technical Debt,issuetype.name_Doc UI,issuetype.name_Docs Sub-task,issuetype.name_QE Task,status.name_Approved,status.name_In Progress,status.name_Verified,status.name_Dropped,status.name_In Review,status.name_Defining,status.name_To Do,creator_count,reporter_count,team_size_estimate,issues_per_team_member,resolution_hours_per_team_member,team_role_diversity,project_class,pca_x,pca_y
10041.0,C# Driver,3191,958,970,set(),2010-02-12 13:42:38.000,2021-12-14 13:36:07.000,4346.355662018176,664.1988888888889,0.0111111111111111,87965.7688888889,9472.674323310372,13869220.9175,0,0,0,0,0,0,0,0,886,0,21,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,453,0,0,0,1061,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,970,970,3.2896907216494844,14298.165894329897,0.00880215910190723,0,-0.21568627144544347,0.02617492124189597
10052.0,jBPM,7361,1016,1016,set(),2004-11-23 04:07:55.000,2021-12-16 13:52:28.000,3808.1214228894023,695.1408333333334,0.0013888888888888,81063.58638888889,8054.119114385649,28031581.79388889,613,0,0,0,0,0,0,0,1216,0,285,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1478,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3606,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,26,15,0,21,42,0,0,0,0,0,0,0,0,0,0,0,1016,1016,1016,7.2450787401574805,27590.13956091426,0.0,0,-0.07492768779354661,-0.06340003551618029
10053.0,JGroups,2438,377,377,set(),2004-12-24 09:01:07.000,2022-01-03 10:21:02.000,3078.158809019232,162.53694444444443,0.0016666666666666,137169.2138888889,10200.018421312676,7504551.176388889,258,0,0,0,0,0,0,0,448,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,535,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,377,377,377,6.4668435013262595,19905.9712901562,0.0,0,-0.10279059980418327,0.4182416159819742
10071.0,Seam 2,4134,817,817,set(),2004-11-26 12:21:34.000,2016-12-12 06:09:57.000,4018.559218002473,257.1813888888889,0.0013888888888888,124255.58916666669,11491.221028538652,16612723.807222225,12,0,0,0,0,0,0,0,546,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1220,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,2204,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,817,817,817,5.059975520195838,20333.811269549846,0.0,0,-0.04671447387513247,0.2937422266825982
10100.0,Blockchain Explorer,776,101,104,set(),2016-10-02 11:40:59.000,2021-07-27 12:27:40.000,1599.0603311139748,354.12416666666667,0.005,23300.596388888887,3166.3242187923033,1240870.8169444446,0,0,0,0,0,0,0,0,289,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,181,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,104,104,7.461538461538462,11931.45016292735,0.02069580822985017,0,-0.5991906948215444,-0.42673616244108287
10108.0,Shared Access Layer,353,1,1,set(),2008-07-11 06:08:50.963,2020-12-09 01:20:20.704,7510.891307817123,808.7287341666666,0.0088783333333333,50996.236818888894,11709.062734797835,2651344.6316594444,0,0,0,0,0,0,0,0,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,126,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,353.0,2651344.6316594444,0.0,0,-0.5191547689556282,-0.21131323161486398
10130.0,Application Links,1195,1,1,set(),2007-12-04 16:20:33.000,2020-06-06 11:15:16.024,9856.637571852629,735.0810202777777,0.0061416666666666,88133.05006027778,19321.651672696167,11778681.898363888,0,0,0,0,0,0,0,0,121,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,647,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1195.0,11778681.898363888,0.0,0,-0.3524958808865348,0.06387743939057136
10200.0,Cello,662,75,75,set(),2017-01-12 01:42:26.000,2019-12-09 19:00:46.000,898.9668689157436,128.39930555555554,0.0536111111111111,11134.939166666669,1750.5705616580497,595116.0672222222,0,0,0,0,0,0,0,0,130,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,185,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,8.826666666666666,7934.880896296297,0.0,0,-0.6479558594140935,-0.5181150889538936
10200.0,Minecraft (Bedrock codebase),140317,83872,83862,set(),2012-09-06 12:16:10.000,2022-01-04 21:51:23.000,2194.1584964936537,19.565555555555555,0.0002777777777777,77519.27638888889,3948.745770356592,307877737.7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83872,83862,83872,1.6729897939717664,3670.8047709903185,8.431287409667063e-05,1,13.26974022488391,-3.82416199405933
10240.0,Atlassian Plugins,1104,1,1,set(),2005-03-16 05:06:49.959,2021-12-02 02:35:20.031,6491.433746867451,456.3802990277778,0.0025363888888888,72213.21382944444,12394.452166693516,7166542.856541666,0,0,0,0,0,0,0,0,62,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,549,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1104.0,7166542.856541666,0.0,0,-0.41445365115665367,-0.05610889231090267
10240.0,Jira Server and Data Center,38678,10010,10105,set(),2002-02-08 04:39:00.000,2021-12-27 18:20:43.000,15633.336844358835,3874.1294444444447,0.0,144285.31055555557,21201.554574464582,604666202.4661111,0,0,0,0,0,0,0,1467,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18693,0,0,0,0,0,0,0,0,0,0,0,0,0,18454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010,10105,10105,3.827610094012865,59838.31790857111,0.0066791095414091,2,6.259372581909511,16.560540786241333
10292.0,Atlassian REST,375,1,1,set(),2008-12-30 21:22:54.909,2020-10-20 04:13:28.189,7252.627939619259,285.3212875,0.0049705555555555,50837.97976749999,12779.14789684118,2719735.4773572222,0,0,0,0,0,0,0,0,57,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,179,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,375.0,2719735.4773572222,0.0,0,-0.517911403057708,-0.2130007443475146
10303.0,Indy Node,1964,79,81,set(),2017-04-19 00:41:08.000,2020-03-13 12:28:08.000,10277.327810024892,11564.145,0.0191666666666666,21678.940555555557,5932.681286527238,20184671.818888888,0,0,0,0,0,0,0,0,782,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,79,81,81,24.246913580246915,249193.47924554182,0.017677669529663688,0,-0.5642469250411433,-0.44763543114773285
