project_id,project_name,issue_count,fields.creator.key_<lambda>,fields.reporter.key_<lambda>,total_links,avg_links_per_issue,fields.components_<lambda>,total_components,avg_components_per_issue,total_labels,avg_labels_per_issue,project_start_date,project_latest_date,avg_resolution_hours,median_resolution_hours,min_resolution_hours,max_resolution_hours,resolution_hours_std,total_resolution_hours,fields.issuetype.name_<lambda>_RTC,fields.issuetype.name_<lambda>_Outage,fields.issuetype.name_<lambda>_Task,fields.issuetype.name_<lambda>_Sub-task,fields.issuetype.name_<lambda>_SVN->GIT Mirroring,fields.issuetype.name_<lambda>_Umbrella,fields.issuetype.name_<lambda>_Wish,fields.issuetype.name_<lambda>_Planned Work,fields.issuetype.name_<lambda>_New JIRA Project,fields.issuetype.name_<lambda>_New Git Repo,fields.issuetype.name_<lambda>_New Confluence Wiki,fields.issuetype.name_<lambda>_Documentation,fields.issuetype.name_<lambda>_Temp,fields.issuetype.name_<lambda>_New TLP,fields.issuetype.name_<lambda>_New TLP - Common Tasks,fields.issuetype.name_<lambda>_Project,fields.issuetype.name_<lambda>_Dependency,fields.issuetype.name_<lambda>_Question,fields.issuetype.name_<lambda>_Test,fields.issuetype.name_<lambda>_New Feature,fields.issuetype.name_<lambda>_Comment,fields.issuetype.name_<lambda>_Bug,fields.issuetype.name_<lambda>_Pending Review,fields.issuetype.name_<lambda>_Blogs - Access to Existing Blog,fields.issuetype.name_<lambda>_Dependency upgrade,fields.issuetype.name_<lambda>_Technical task,fields.issuetype.name_<lambda>_Improvement,fields.issuetype.name_<lambda>_GitBox Request,fields.issuetype.name_<lambda>_Blogs - New Blog User Account Request,fields.issuetype.name_<lambda>_Github Integration,fields.issuetype.name_<lambda>_New Bugzilla Project,fields.issuetype.name_<lambda>_Proposal,fields.issuetype.name_<lambda>_Requirement,fields.issuetype.name_<lambda>_Brainstorming,fields.issuetype.name_<lambda>_Epic,fields.issuetype.name_<lambda>_Blog - New Blog Request,fields.issuetype.name_<lambda>_IT Help,fields.issuetype.name_<lambda>_Story,fields.issuetype.name_<lambda>_Technical Debt,fields.issuetype.name_<lambda>_SVN->GIT Migration,fields.issuetype.name_<lambda>_Suitable Name Search,fields.issuetype.name_<lambda>_Request,fields.issuetype.name_<lambda>_TCK Challenge,fields.priority.name_<lambda>_Missing,fields.priority.name_<lambda>_Normal,fields.priority.name_<lambda>_P3,fields.priority.name_<lambda>_P0,fields.priority.name_<lambda>_P4,fields.priority.name_<lambda>_Low,fields.priority.name_<lambda>_P1,fields.priority.name_<lambda>_Critical,fields.priority.name_<lambda>_P2,fields.priority.name_<lambda>_Urgent,fields.priority.name_<lambda>_Major,fields.priority.name_<lambda>_Trivial,fields.priority.name_<lambda>_Blocker,fields.priority.name_<lambda>_Minor,fields.priority.name_<lambda>_High,fields.priority.name_<lambda>_Not a Priority,fields.status.name_<lambda>_Accepted,fields.status.name_<lambda>_In Progress,fields.status.name_<lambda>_Done,fields.status.name_<lambda>_Closed,fields.status.name_<lambda>_Open,fields.status.name_<lambda>_Patch Available,fields.status.name_<lambda>_Waiting for Infra,fields.status.name_<lambda>_Resolved,fields.status.name_<lambda>_To Do,fields.status.name_<lambda>_Reopened,created_month_<lambda>_1.0,created_month_<lambda>_2.0,created_month_<lambda>_3.0,created_month_<lambda>_4.0,created_month_<lambda>_5.0,created_month_<lambda>_6.0,created_month_<lambda>_7.0,created_month_<lambda>_8.0,created_month_<lambda>_9.0,created_month_<lambda>_10.0,created_month_<lambda>_11.0
12310201.0,Synapse,990,172,172,0.0,0.0,set(),0,0.0,0,0.0,2005-12-23 20:25:02,2020-03-04 14:05:21,3614.7958106060605,230.99569444444444,0.006666666666666667,65810.69083333333,8090.051847173955,3578647.8525,0,0,22,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,62,0,611,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,672,17,64,176,0,0,0,0,0,121,0,0,0,869,0,0,47,59,87,47,160,83,95,88,72,93,60
12310210.0,Tuscany,3496,262,262,0.0,0.0,set(),0,0.0,0,0.0,2006-01-10 05:26:27,2014-04-16 15:45:18,2073.9517995963643,217.31972222222223,0.009722222222222222,36002.853055555555,4567.720732674089,7250535.491388889,0,0,76,57,0,0,23,0,0,0,0,0,0,0,0,0,0,0,96,226,0,2427,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,2527,52,154,607,0,0,0,0,0,3100,0,0,0,396,0,0,241,243,322,297,420,297,303,362,364,316,195
12310230.0,Solr,11785,2279,2279,0.0,0.0,set(),0,0.0,0,0.0,2006-01-25 13:45:45,2021-12-23 21:02:27,6833.792804318106,477.2322222222222,0.008333333333333333,125817.78194444445,14749.644674377625,80536248.19888888,0,0,632,721,0,0,129,0,0,0,0,0,0,0,0,0,0,0,289,1018,0,5612,0,0,0,0,3384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,7185,550,383,3315,0,0,0,0,0,7991,0,0,0,3789,0,5,1020,937,1162,998,944,944,991,959,972,994,969
12310240.0,Hadoop Common,13217,1747,1745,0.0,0.0,set(),0,0.0,0,0.0,2005-07-24 23:46:18,2022-01-04 18:26:35,4643.4065922675345,348.1822222222222,0.003611111111111111,98657.14222222222,11056.490519339493,61371904.93,0,0,276,1897,0,0,42,0,0,0,0,0,0,0,0,0,0,0,223,673,0,6838,0,0,0,0,3268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,8319,528,1114,2761,0,0,0,0,0,6266,0,0,0,6951,0,0,995,1087,1326,1114,1199,1115,1151,1122,1152,1065,963
12310260.0,Directory ApacheDS,1876,353,353,0.0,0.0,set(),0,0.0,0,0.0,2004-01-26 02:13:53,2022-01-03 07:53:26,7483.5643163646055,560.5633333333333,0.0025,126148.1836111111,19144.081500506938,14039166.6575,0,0,140,31,0,0,20,0,0,0,0,0,0,0,0,0,0,0,24,179,0,1169,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,1179,47,175,328,0,0,0,0,0,1590,0,0,0,286,0,0,140,149,158,124,131,147,199,202,163,185,123
12310270.0,ODE,838,168,168,0.0,0.0,set(),0,0.0,0,0.0,2006-02-18 11:53:10,2019-04-17 07:40:43,5137.591514850172,400.7809722222222,0.008888888888888889,76905.69944444444,11933.558816145269,4305301.689444444,0,0,50,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,59,0,521,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,651,22,11,125,0,0,0,0,0,262,0,0,0,576,0,0,57,66,72,86,62,62,70,86,55,78,74
12310272.0,MyFaces Tomahawk,1197,502,502,0.0,0.0,set(),0,0.0,0,0.0,2004-11-21 12:54:30,2021-03-26 20:40:15,4167.61769725239,512.2227777777778,0.003611111111111111,67711.42638888888,8301.132284464911,4988638.383611111,0,0,36,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,0,864,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,812,28,31,281,0,0,0,0,0,1169,0,0,0,28,0,0,71,93,126,100,95,100,102,95,120,110,106
12310273.0,MyFaces Tobago,2024,102,102,0.0,0.0,set(),0,0.0,0,0.0,2005-12-01 23:17:58,2021-11-15 08:59:15,9324.73335927207,271.57,0.003611111111111111,129253.94611111112,23135.286981291425,18873260.319166668,0,0,254,56,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,227,0,923,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1168,138,9,682,0,0,0,0,0,2017,0,0,0,7,0,0,166,180,175,163,178,158,140,139,159,177,231
12310351.0,OpenJPA,2084,404,405,0.0,0.0,set(),0,0.0,0,0.0,2006-05-09 08:37:23,2021-12-17 10:35:38,3666.9679042706334,391.7415277777778,0.0025,125939.83583333333,9324.568938281538,7641961.1125,0,0,58,209,0,0,3,0,0,0,0,1,0,0,0,0,0,24,42,108,0,1311,0,0,3,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,81,0,0,1487,49,43,419,0,0,0,0,0,1911,0,0,0,173,0,0,165,196,213,178,159,146,172,195,191,174,165
12310360.0,HttpComponents HttpClient,2063,1211,1212,0.0,0.0,set(),0,0.0,0,0.0,2001-10-29 09:49:15,2021-12-02 15:19:55,8827.951970970002,121.68888888888888,0.005833333333333334,76344.15861111111,14299.676505035412,18212064.91611111,0,0,23,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,10,64,0,1404,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,1310,76,24,586,0,0,0,0,0,1728,0,0,0,335,0,0,186,208,147,186,159,165,199,169,148,185,141
12310481.0,Commons Lang,1410,665,663,0.0,0.0,set(),0,0.0,0,0.0,2002-05-27 14:55:24,2021-12-03 12:38:11,8172.884272261623,804.0419444444444,0.0025,96751.39111111111,13140.759280835377,11523766.823888889,0,0,57,38,0,0,24,0,0,0,0,0,0,0,0,0,0,0,10,216,0,638,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,789,92,9,500,0,0,0,0,0,1317,0,0,0,93,0,0,108,103,129,136,112,105,126,114,106,135,118
12310485.0,Commons Math,1464,439,439,0.0,0.0,set(),0,0.0,0,0.0,2003-05-13 00:22:30,2021-11-30 23:58:10,7854.945934464178,486.62902777777776,0.01611111111111111,68245.63222222222,14638.36574644783,11499640.848055556,0,0,86,64,0,0,59,0,0,0,0,0,0,0,0,0,0,0,12,154,0,680,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,674,152,13,593,0,0,0,0,0,1130,0,0,0,334,0,0,123,114,122,94,142,158,130,133,114,107,108
12310500.0,OFBiz,10955,874,873,0.0,0.0,set(),0,0.0,0,0.0,2006-05-21 01:19:22,2022-01-03 09:19:33,5074.164328338151,257.48305555555555,0.004722222222222222,133742.67527777777,12526.317306554425,55587470.21694444,0,0,159,2937,0,0,74,0,0,0,0,0,0,0,0,0,0,0,26,457,0,4257,0,0,0,0,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,4766,950,80,5014,0,0,0,0,0,10955,0,0,0,0,0,0,742,710,850,787,885,1224,839,789,1025,1179,1182
12310511.0,CXF,8083,2519,2516,0.0,0.0,set(),0,0.0,0,0.0,2006-06-27 03:56:52,2021-12-22 15:06:51,2602.739619881232,112.49416666666667,0.0016666666666666668,92850.34472222222,7670.077080251766,21037944.3475,0,0,405,452,0,0,66,0,0,0,0,0,0,0,0,0,0,0,84,319,0,5104,0,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,6232,137,137,1326,0,0,0,0,0,7894,0,0,0,189,0,0,649,604,712,724,639,596,676,669,756,714,694
12310520.0,Qpid,7809,411,410,0.0,0.0,set(),0,0.0,0,0.0,2006-09-18 09:57:49,2021-08-22 20:07:58,4963.8973325649895,408.9058333333333,0.008055555555555555,84971.71444444444,11293.397061317328,38763074.27,0,0,322,178,0,0,24,0,0,0,0,0,0,0,0,0,0,0,77,349,0,4728,0,0,0,0,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,5740,190,169,1502,0,0,0,0,0,7069,0,0,0,740,0,0,683,667,661,732,647,624,581,642,564,700,751
12310530.0,OpenEJB,1672,167,167,0.0,0.0,set(),0,0.0,0,0.0,2004-01-28 12:42:35,2021-04-22 14:23:57,5531.681202319244,560.4340277777778,0.0019444444444444444,61653.099444444444,10980.47820253048,9248970.970277777,0,0,115,444,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,174,0,580,0,0,3,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1439,39,24,127,0,0,0,0,0,1394,0,0,0,278,0,0,202,136,155,93,107,161,114,190,102,141,159
12310561.0,Wicket,6806,1763,1762,0.0,0.0,set(),0,0.0,0,0.0,2006-10-16 05:16:03,2021-12-30 10:02:41,2052.815362670193,95.85111111111112,0.0008333333333333334,92220.78333333334,6149.448671680326,13971461.358333332,0,0,200,150,0,0,101,0,0,0,0,0,0,0,0,0,0,0,15,275,0,4120,0,0,0,0,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,4161,480,45,1991,0,0,0,0,0,1029,0,0,0,5777,0,0,614,579,620,555,603,537,536,533,539,571,629
12310570.0,UIMA,5870,212,211,0.0,0.0,set(),0,0.0,0,0.0,2006-11-10 15:08:46,2021-12-13 11:53:21,3840.054726859739,149.54625,0.0030555555555555557,121298.32055555556,14463.924916566417,22541121.246666666,0,0,481,54,0,0,17,0,0,0,0,20,0,0,0,0,0,16,12,330,0,3266,0,0,3,6,1655,0,0,0,0,0,0,2,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,46,0,0,3354,305,46,2119,0,0,0,0,0,4149,0,0,0,1721,0,0,633,565,566,439,439,505,515,447,404,467,496
12310580.0,Ivy,1221,487,486,0.0,0.0,set(),0,0.0,0,0.0,2004-10-27 10:24:51,2021-11-23 16:25:56,6319.530471380472,1269.8561111111112,0.003611111111111111,107495.53333333334,13233.817611927567,7716146.705555555,0,0,22,3,0,0,8,0,0,0,0,1,0,0,0,0,0,3,0,105,0,770,0,0,1,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,851,36,31,252,0,0,0,0,0,300,0,0,0,921,0,0,146,109,115,116,86,87,86,97,113,112,70
12310590.0,Directory Studio,1084,363,364,0.0,0.0,set(),0,0.0,0,0.0,2006-11-27 15:11:52,2021-08-17 16:40:20,6486.38945700082,510.3070833333333,0.006111111111111111,108289.91472222222,16244.514576918898,7031246.171388889,0,1,84,21,0,0,5,0,0,0,0,2,0,0,0,0,0,19,1,57,0,659,0,0,0,0,231,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,691,27,55,258,0,0,0,0,0,1083,0,0,0,1,0,0,110,104,107,86,83,81,81,83,102,88,95
12310631.0,Tika,2690,799,802,0.0,0.0,set(),0,0.0,0,0.0,2007-03-31 06:54:09,2022-01-04 06:33:06,3054.8194946303183,132.7473611111111,0.0019444444444444444,118125.29138888889,8203.345928402989,8217464.440555556,0,0,289,48,0,0,32,0,0,0,0,0,0,0,0,0,0,0,6,173,0,1255,0,0,0,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1530,244,80,746,0,0,0,0,0,744,0,0,0,1946,0,0,199,212,232,216,225,208,205,191,268,265,253
12310661.0,MyFaces Trinidad,1859,297,297,0.0,0.0,set(),0,0.0,0,0.0,2006-04-20 03:46:22,2017-07-12 07:41:34,2238.8508372183373,126.2475,0.0022222222222222222,77788.25027777778,6243.634847200954,4162023.706388889,0,0,32,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,101,0,1234,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,1150,69,44,520,0,0,0,0,0,1571,0,0,0,288,0,0,160,137,157,128,148,138,160,195,178,185,152
12310710.0,Sling,9936,514,514,0.0,0.0,set(),0,0.0,0,0.0,2007-09-11 07:28:01,2022-01-03 14:24:43,1767.0490309368852,19.778055555555554,0.0022222222222222222,110346.865,6961.6518900062965,17557399.17138889,0,0,803,376,0,0,26,0,0,0,0,0,0,0,0,0,0,0,58,767,0,3899,0,0,0,0,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,7825,141,93,1653,0,0,0,0,0,7806,0,0,0,2130,0,0,876,825,845,736,807,827,748,809,885,998,838
12310730.0,Pig,4305,581,580,0.0,0.0,set(),0,0.0,0,0.0,2007-10-10 22:29:17,2021-02-22 21:19:57,2425.1239437346753,289.25333333333333,0.008611111111111111,59878.620833333334,5528.080908507368,10440158.577777777,0,0,84,539,0,0,22,0,0,0,0,0,0,0,0,0,0,0,41,243,0,2586,0,0,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,3461,137,53,518,0,0,0,0,0,3477,0,0,0,828,0,0,362,389,449,376,347,307,368,312,357,393,362
12310732.0,JSPWiki,901,249,248,0.0,0.0,set(),0,0.0,0,0.0,2007-10-13 21:55:21,2021-12-31 15:53:58,7079.9227093353065,427.92527777777775,0.005,115452.64722222222,17441.10355456837,6379010.361111111,0,0,106,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,32,0,524,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,388,73,10,393,0,0,0,0,0,899,0,0,0,2,0,0,116,81,63,69,75,60,58,90,53,43,114
12310741.0,Shindig,1752,316,316,0.0,0.0,set(),0,0.0,0,0.0,2007-12-17 02:50:31,2015-07-21 13:48:11,1555.7109195839673,144.87319444444444,0.007222222222222222,52404.921111111114,4431.106904288032,2725605.531111111,0,0,19,66,0,0,8,0,0,0,0,0,0,0,0,0,0,14,24,151,0,918,0,0,1,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1215,80,33,383,0,0,0,0,0,524,0,0,0,1219,0,9,174,168,142,121,186,182,146,166,140,104,102
12310751.0,Mahout,2009,480,479,0.0,0.0,set(),0,0.0,0,0.0,2008-01-30 18:10:17,2021-01-08 17:02:53,2464.052661772026,392.08722222222224,0.0022222222222222222,33383.896944444445,4314.8287638249585,4950281.7975,0,0,126,28,0,0,18,0,2,0,0,33,0,0,0,0,0,34,17,247,0,790,0,0,7,0,697,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1182,118,47,609,0,0,0,0,0,1832,0,0,0,177,0,0,164,134,269,232,196,213,136,137,131,128,146
12310753.0,HBase,22774,1599,1604,0.0,0.0,set(),0,0.0,0,0.0,2007-02-27 16:51:17,2022-01-02 12:58:15,3583.228919028034,165.35569444444445,0.001388888888888889,102144.71583333334,9490.24580693702,81604455.40194444,0,0,1595,4098,0,153,57,0,0,0,0,0,0,0,0,0,0,0,599,749,0,10738,0,0,0,0,4728,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0,14039,1214,1028,4882,0,0,0,0,0,8891,0,0,0,13883,0,0,1823,1765,2025,1965,1917,1802,1811,2065,1932,1935,1852
12310760.0,PDFBox,4959,1652,1652,0.0,0.0,set(),0,0.0,0,0.0,2003-07-04 00:57:00,2022-01-04 05:11:56,7116.598057628106,127.64972222222222,0.005277777777777778,136125.375,16230.670583467614,35291209.76777778,0,0,118,86,0,0,82,0,0,0,0,0,0,0,0,0,0,0,21,200,0,3588,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,167,0,0,3392,137,92,1074,0,0,0,0,0,4829,0,0,0,130,0,0,416,442,427,386,385,426,404,417,424,452,443
12310780.0,CouchDB,3292,826,826,0.0,0.0,set(),0,0.0,0,0.0,2008-03-08 23:42:31,2019-05-17 14:32:23,17001.876050948427,5863.744027777778,0.0025,91902.60472222223,21583.335775277435,55970175.95972222,0,0,77,14,0,3,47,0,8,0,0,35,0,0,0,0,0,39,39,260,0,1878,0,0,7,0,880,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,2352,111,180,586,0,0,0,0,0,2289,0,0,0,1003,0,0,270,376,354,277,239,204,234,229,263,289,298
12310790.0,Log4j 2,2459,984,987,0.0,0.0,set(),0,0.0,0,0.0,2008-04-24 16:20:20,2022-01-05 09:03:49,3430.216396005603,95.07055555555556,0.0044444444444444444,96489.99972222222,9361.602833818573,8434902.117777778,0,0,61,30,0,0,51,0,0,1,0,58,0,0,0,0,0,103,11,197,1,1269,0,0,16,0,653,0,0,0,0,0,0,2,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,110,0,0,1853,60,89,347,0,0,0,0,0,1603,0,0,0,856,0,0,213,184,182,197,188,211,196,238,250,180,193
12310800.0,Thrift,4686,1520,1520,0.0,0.0,set(),0,0.0,0,0.0,2008-05-15 22:29:20,2021-12-12 00:30:12,5143.504247047945,309.78263888888887,0.0033333333333333335,106229.73611111111,11781.881895717599,24102460.901666667,1,0,73,250,0,2,35,0,0,0,0,31,0,0,0,0,0,67,24,227,1,2624,0,0,8,0,1323,0,0,0,0,0,0,1,3,0,1,9,1,0,0,5,0,0,0,0,0,0,0,0,188,0,0,2818,320,120,1240,0,0,0,0,0,4631,0,0,0,55,0,0,442,413,464,401,386,348,329,385,401,363,376
12310801.0,ZooKeeper,2805,729,729,0.0,0.0,set(),0,0.0,0,0.0,2008-06-06 22:02:18,2021-12-15 07:49:20,5089.203297286592,629.2638888888889,0.006666666666666667,96378.235,11575.784112228532,14275215.24888889,0,0,93,265,0,0,20,0,0,0,0,0,0,0,0,0,0,0,59,128,0,1499,0,0,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,1532,161,255,636,0,0,0,0,0,1415,0,0,0,1390,0,0,201,215,292,194,198,262,264,238,222,284,216
12310810.0,Hama,867,48,48,0.0,0.0,set(),0,0.0,0,0.0,2008-05-29 11:20:24,2018-02-17 16:11:03,2030.526946366782,192.31,0.01138888888888889,51546.93388888889,4793.559491247171,1760466.8625,0,0,41,113,0,1,7,0,0,0,0,3,0,0,0,0,0,6,9,109,0,221,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,655,68,22,100,0,0,0,0,0,5,0,0,0,862,0,0,54,76,75,65,62,63,50,77,73,112,91
12310833.0,Tapestry 5,2513,491,491,0.0,0.0,set(),0,0.0,0,0.0,2006-07-27 15:11:20,2021-12-11 19:53:23,9389.705974819826,1730.6144444444444,0.0038888888888888888,68839.93333333333,13975.37144841065,23596331.114722222,0,0,71,35,0,0,33,0,0,0,0,6,0,0,0,0,0,18,1,252,0,1259,0,0,12,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,1460,100,52,800,0,0,0,0,0,2197,0,0,0,316,0,0,209,203,269,210,198,150,158,175,236,290,210
12310840.0,VCL,981,46,46,0.0,0.0,set(),0,0.0,0,0.0,2009-01-06 16:01:29,2021-03-11 19:47:53,7153.042904066146,2471.8541666666665,0.010555555555555556,66049.04944444445,11218.834057223845,7017135.088888889,0,0,22,25,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,87,0,455,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,562,30,3,381,0,0,0,0,0,84,0,0,0,897,0,0,126,84,89,79,67,89,90,95,88,85,44
12310843.0,Hive,18516,1470,1498,0.0,0.0,set(),0,0.0,0,0.0,2008-09-03 22:55:33,2022-01-05 06:32:19,1903.4812202209503,205.11041666666665,0.0044444444444444444,98335.34555555556,5690.905575401216,35244858.27361111,0,0,648,3565,0,0,30,0,0,0,0,0,0,0,0,0,0,0,300,673,0,10140,0,0,0,0,3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,14701,513,446,1923,0,0,0,0,0,8895,0,0,0,9621,0,0,1449,1478,1729,1641,1547,1486,1573,1593,1519,1777,1417
12310844.0,OpenWebBeans,1357,137,137,0.0,0.0,set(),0,0.0,0,0.0,2008-11-17 14:16:03,2021-12-13 12:25:55,2149.7894356423485,51.250277777777775,0.0022222222222222222,35997.798055555555,5104.024627121881,2917264.2641666667,0,0,171,25,0,0,3,0,0,0,0,1,0,0,0,0,0,3,12,59,0,802,0,0,3,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,41,0,0,1145,18,23,130,0,0,0,0,0,1222,0,0,0,135,0,0,163,146,126,136,102,105,95,95,91,87,108
12310849.0,MINA SSHD,1152,333,333,0.0,0.0,set(),0,0.0,0,0.0,2008-12-10 10:03:36,2021-12-27 03:44:55,1996.9031997492284,111.93027777777777,0.0075,62769.66305555555,6107.533498517999,2300432.486111111,0,0,19,1,0,0,15,0,0,0,0,2,0,0,0,0,0,76,2,110,0,493,0,0,1,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,735,18,39,329,0,0,0,0,0,101,0,0,0,1051,0,0,81,106,106,73,105,95,136,90,78,83,106
12310863.0,Pivot,844,105,106,0.0,0.0,set(),0,0.0,0,0.0,2009-01-26 14:43:51,2021-04-12 19:31:24,2205.4253126645604,127.97541666666666,0.001388888888888889,67374.00888888889,6270.349572216856,1861378.963888889,0,0,48,19,0,0,7,0,0,0,0,0,1,0,0,0,0,0,2,133,0,307,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,295,43,2,494,0,0,0,0,0,131,0,0,0,713,0,0,60,43,68,117,58,95,76,108,76,60,40
12310865.0,Cassandra,14816,2491,2492,0.0,0.0,set(),0,0.0,0,0.0,2009-03-07 03:37:05,2022-01-05 13:00:17,2580.083982912617,257.8573611111111,0.004166666666666667,80623.48055555555,6377.3208138692125,38226524.29083333,0,0,474,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,8621,0,0,0,0,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8321,0,0,0,5880,0,0,0,595,0,0,0,0,20,0,0,0,0,0,4,0,0,14812,0,0,1089,1163,1288,1345,1270,1146,1290,1427,1334,1332,1124
12310903.0,Cayenne,2273,306,306,0.0,0.0,set(),0,0.0,0,0.0,2003-11-08 02:24:43,2021-12-17 08:43:49,3078.5058446986363,130.0075,0.001388888888888889,103994.2988888889,9071.344285850766,6997443.785,0,0,345,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,1455,103,19,618,0,0,0,0,0,2273,0,0,0,0,0,0,201,211,181,206,186,157,158,176,181,189,219
12310906.0,Apache Roller,2069,558,559,0.0,0.0,set(),0,0.0,0,0.0,2002-09-03 23:53:47,2021-12-22 23:33:14,14854.570049406584,1487.065,0.0016666666666666668,98998.75833333333,22996.46297536067,30734105.43222222,0,0,81,1,0,0,1,0,0,0,0,2,0,0,0,0,0,9,3,173,0,1327,0,0,1,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1315,82,32,578,0,0,0,0,0,2037,0,0,0,32,0,0,230,142,160,129,188,142,168,146,194,211,182
